YEAR,STATE,COUNTY,PARTY,VOTES
2024,LA,West Carroll Parish,Republican,3986
2024,LA,West Carroll Parish,Democratic,578
2024,LA,West Feliciana Parish,Republican,3923
2024,LA,West Feliciana Parish,Democratic,2004
2024,LA,Winn Parish,Republican,4437
2024,LA,Winn Parish,Democratic,1292
2024,MA,Barnstable County,Republican,57451
2024,MA,Barnstable County,Democratic,88129
2024,MA,Berkshire County,Republican,19805
2024,MA,Berkshire County,Democratic,47094
2024,MA,Bristol County,Republican,134196
2024,MA,Bristol County,Democratic,137786
2024,MA,Dukes County,Republican,2745
2024,MA,Dukes County,Democratic,9137
2024,MA,Essex County,Republican,155336
2024,MA,Essex County,Democratic,236624
2024,MA,Franklin County,Republican,12428
2024,MA,Franklin County,Democratic,28305
2024,MA,Hampden County,Republican,92474
2024,MA,Hampden County,Democratic,110937
2024,MA,Hampshire County,Republican,23256
2024,MA,Hampshire County,Democratic,58617
2024,MA,Middlesex County,Republican,235118
2024,MA,Middlesex County,Democratic,554471
2024,MA,Nantucket County,Republican,2171
2024,MA,Nantucket County,Democratic,4784
2024,MA,Norfolk County,Republican,132497
2024,MA,Norfolk County,Democratic,242712
2024,MA,Plymouth County,Republican,133544
2024,MA,Plymouth County,Democratic,159962
2024,MA,Suffolk County,Republican,66480
2024,MA,Suffolk County,Democratic,222280
2024,MA,Worcester County,Republican,183802
2024,MA,Worcester County,Democratic,225680
2024,MD,Allegany County,Republican,22141
2024,MD,Allegany County,Democratic,9231
2024,MD,Anne Arundel County,Republican,128892
2024,MD,Anne Arundel County,Democratic,171945
2024,MD,Baltimore County,Republican,149560
2024,MD,Baltimore County,Democratic,249958
2024,MD,Baltimore City,Republican,27984
2024,MD,Baltimore City,Democratic,195109
2024,MD,Calvert County,Republican,29361
2024,MD,Calvert County,Democratic,23438
2024,MD,Caroline County,Republican,11053
2024,MD,Caroline County,Democratic,4860
2024,MD,Carroll County,Republican,62273
2024,MD,Carroll County,Democratic,36867
2024,MD,Cecil County,Republican,33871
2024,MD,Cecil County,Democratic,17628
2024,MD,Charles County,Republican,26145
2024,MD,Charles County,Democratic,63454
2024,MD,Dorchester County,Republican,9390
2024,MD,Dorchester County,Democratic,6954
2024,MD,Frederick County,Republican,68753
2024,MD,Frederick County,Democratic,82409
2024,MD,Garrett County,Republican,11983
2024,MD,Garrett County,Democratic,3456
2024,MD,Harford County,Republican,83050
2024,MD,Harford County,Democratic,62453
2024,MD,Howard County,Republican,49425
2024,MD,Howard County,Democratic,124764
2024,MD,Kent County,Republican,5561
2024,MD,Kent County,Democratic,5251
2024,MD,Montgomery County,Republican,112637
2024,MD,Montgomery County,Democratic,386581
2024,MD,Prince George's County,Republican,45008
2024,MD,Prince George's County,Democratic,347038
2024,MD,Queen Anne's County,Republican,20200
2024,MD,Queen Anne's County,Democratic,11273
2024,MD,Somerset County,Republican,33582
2024,MD,Somerset County,Democratic,23531
2024,MD,St. Mary's County,Republican,5805
2024,MD,St. Mary's County,Democratic,4054
2024,MD,Talbot County,Republican,11125
2024,MD,Talbot County,Democratic,11119
2024,MD,Washington County,Republican,44054
2024,MD,Washington County,Democratic,27260
2024,MD,Wicomico County,Republican,24065
2024,MD,Wicomico County,Democratic,21513
2024,MD,Worcester County,Republican,19632
2024,MD,Worcester County,Democratic,12431
2024,ME,Androscoggin County,Republican,30605
2024,ME,Androscoggin County,Democratic,27019
2024,ME,Aroostook County,Republican,22246
2024,ME,Aroostook County,Democratic,12900
2024,ME,Cumberland County,Republican,59964
2024,ME,Cumberland County,Democratic,127971
2024,ME,Franklin County,Republican,9459
2024,ME,Franklin County,Democratic,7990
2024,ME,Hancock County,Republican,15551
2024,ME,Hancock County,Democratic,19817
2024,ME,Kennebec County,Republican,36589
2024,ME,Kennebec County,Democratic,34585
2024,ME,Knox County,Republican,10262
2024,ME,Knox County,Democratic,15076
2024,ME,Lincoln County,Republican,10409
2024,ME,Lincoln County,Democratic,13110
2024,ME,Oxford County,Republican,19228
2024,ME,Oxford County,Democratic,14765
2024,ME,Penobscot County,Republican,47438
2024,ME,Penobscot County,Democratic,37945
2024,ME,Piscataquis County,Republican,6487
2024,ME,Piscataquis County,Democratic,3510
2024,ME,Sagadahoc County,Republican,9917
2024,ME,Sagadahoc County,Democratic,13982
2024,ME,Somerset County,Republican,17826
2024,ME,Somerset County,Democratic,10134
2024,ME,Waldo County,Republican,11815
2024,ME,Waldo County,Democratic,12661
2024,ME,Washington County,Republican,11001
2024,ME,Washington County,Democratic,6763
2024,ME,York County,Republican,58194
2024,ME,York County,Democratic,72114
2024,MI,Alcona County,Republican,5257
2024,MI,Alcona County,Democratic,2140
2024,MI,Alger County,Republican,3116
2024,MI,Alger County,Democratic,2075
2024,MI,Allegan County,Republican,45206
2024,MI,Allegan County,Democratic,25637
2024,MI,Alpena County,Republican,10967
2024,MI,Alpena County,Democratic,6038
2024,MI,Antrim County,Republican,10341
2024,MI,Antrim County,Democratic,6330
2024,MI,Arenac County,Republican,6379
2024,MI,Arenac County,Democratic,2662
2024,MI,Baraga County,Republican,2779
2024,MI,Baraga County,Democratic,1488
2024,MI,Barry County,Republican,25650
2024,MI,Barry County,Democratic,12391
2024,MI,Bay County,Republican,34792
2024,MI,Bay County,Democratic,25767
2024,MI,Benzie County,Republican,6895
2024,MI,Benzie County,Democratic,5780
2024,MI,Berrien County,Republican,44975
2024,MI,Berrien County,Democratic,38323
2024,MI,Branch County,Republican,14848
2024,MI,Branch County,Democratic,5911
2024,MI,Calhoun County,Republican,38606
2024,MI,Calhoun County,Democratic,28988
2024,MI,Cass County,Republican,18505
2024,MI,Cass County,Democratic,9050
2024,MI,Charlevoix County,Republican,10183
2024,MI,Charlevoix County,Democratic,7197
2024,MI,Cheboygan County,Republican,10653
2024,MI,Cheboygan County,Democratic,5543
2024,MI,Chippewa County,Republican,11249
2024,MI,Chippewa County,Democratic,6796
2024,MI,Clare County,Republican,11772
2024,MI,Clare County,Democratic,5273
2024,MI,Clinton County,Republican,26751
2024,MI,Clinton County,Democratic,22450
2024,MI,Crawford County,Republican,5613
2024,MI,Crawford County,Democratic,2752
2024,MI,Delta County,Republican,14109
2024,MI,Delta County,Democratic,7462
2024,MI,Dickinson County,Republican,10324
2024,MI,Dickinson County,Democratic,4763
2024,MI,Eaton County,Republican,33102
2024,MI,Eaton County,Democratic,31056
2024,MI,Emmet County,Republican,12465
2024,MI,Emmet County,Democratic,10005
2024,MI,Genesee County,Republican,105303
2024,MI,Genesee County,Democratic,114670
2024,MI,Gladwin County,Republican,10809
2024,MI,Gladwin County,Democratic,4501
2024,MI,Gogebic County,Republican,4803
2024,MI,Gogebic County,Democratic,3385
2024,MI,Grand Traverse County,Republican,31423
2024,MI,Grand Traverse County,Democratic,30339
2024,MI,Gratiot County,Republican,12894
2024,MI,Gratiot County,Democratic,6682
2024,MI,Hillsdale County,Republican,18631
2024,MI,Hillsdale County,Democratic,5875
2024,MI,Houghton County,Republican,11181
2024,MI,Houghton County,Democratic,7881
2024,MI,Huron County,Republican,13224
2024,MI,Huron County,Democratic,5522
2024,MI,Ingham County,Republican,50564
2024,MI,Ingham County,Democratic,94542
2024,MI,Ionia County,Republican,22179
2024,MI,Ionia County,Democratic,11338
2024,MI,Iosco County,Republican,10155
2024,MI,Iosco County,Democratic,5344
2024,MI,Iron County,Republican,4501
2024,MI,Iron County,Democratic,2441
2024,MI,Isabella County,Republican,16320
2024,MI,Isabella County,Democratic,14011
2024,MI,Jackson County,Republican,50199
2024,MI,Jackson County,Democratic,32348
2024,MI,Kalamazoo County,Republican,58671
2024,MI,Kalamazoo County,Democratic,84501
2024,MI,Kalkaska County,Republican,8149
2024,MI,Kalkaska County,Democratic,3206
2024,MI,Kent County,Republican,172720
2024,MI,Kent County,Democratic,192668
2024,MI,Keweenaw County,Republican,896
2024,MI,Keweenaw County,Democratic,690
2024,MI,Lake County,Republican,4523
2024,MI,Lake County,Democratic,2298
2024,MI,Lapeer County,Republican,38398
2024,MI,Lapeer County,Democratic,16338
2024,MI,Leelanau County,Republican,8035
2024,MI,Leelanau County,Democratic,9406
2024,MI,Lenawee County,Republican,33463
2024,MI,Lenawee County,Democratic,20787
2024,MI,Livingston County,Republican,81217
2024,MI,Livingston County,Democratic,49503
2024,MI,Luce County,Republican,2170
2024,MI,Luce County,Democratic,769
2024,MI,Mackinac County,Republican,4476
2024,MI,Mackinac County,Democratic,2675
2024,MI,Macomb County,Republican,284660
2024,MI,Macomb County,Democratic,214977
2024,MI,Manistee County,Republican,8748
2024,MI,Manistee County,Democratic,6309
2024,MI,Marquette County,Republican,17459
2024,MI,Marquette County,Democratic,20866
2024,MI,Mason County,Republican,10830
2024,MI,Mason County,Democratic,6973
2024,MI,Mecosta County,Republican,14445
2024,MI,Mecosta County,Democratic,7688
2024,MI,Menominee County,Republican,8647
2024,MI,Menominee County,Democratic,4256
2024,MI,Midland County,Republican,28571
2024,MI,Midland County,Democratic,20926
2024,MI,Missaukee County,Republican,7066
2024,MI,Missaukee County,Democratic,1945
2024,MI,Monroe County,Republican,57405
2024,MI,Monroe County,Democratic,32622
2024,MI,Montcalm County,Republican,23946
2024,MI,Montcalm County,Democratic,10368
2024,MI,Montmorency County,Republican,4599
2024,MI,Montmorency County,Democratic,1702
2024,MI,Muskegon County,Republican,47733
2024,MI,Muskegon County,Democratic,46028
2024,MI,Newaygo County,Republican,20630
2024,MI,Newaygo County,Democratic,8131
2024,MI,Oakland County,Republican,337791
2024,MI,Oakland County,Democratic,419519
2024,MI,Oceana County,Republican,9547
2024,MI,Oceana County,Democratic,5085
2024,MI,Ogemaw County,Republican,8879
2024,MI,Ogemaw County,Democratic,3578
2024,MI,Ontonagon County,Republican,2479
2024,MI,Ontonagon County,Democratic,1313
2024,MI,Osceola County,Republican,9639
2024,MI,Osceola County,Democratic,3326
2024,MI,Oscoda County,Republican,3716
2024,MI,Oscoda County,Democratic,1414
2024,MI,Otsego County,Republican,10693
2024,MI,Otsego County,Democratic,5052
2024,MI,Ottawa County,Republican,106133
2024,MI,Ottawa County,Democratic,69653
2024,MI,Presque Isle County,Republican,5568
2024,MI,Presque Isle County,Democratic,3036
2024,MI,Roscommon County,Republican,10582
2024,MI,Roscommon County,Democratic,5290
2024,MI,Saginaw County,Republican,52912
2024,MI,Saginaw County,Democratic,49515
2024,MI,Sanilac County,Republican,17080
2024,MI,Sanilac County,Democratic,5957
2024,MI,Schoolcraft County,Republican,3196
2024,MI,Schoolcraft County,Democratic,1631
2024,MI,Shiawassee County,Republican,24718
2024,MI,Shiawassee County,Democratic,15335
2024,MI,St. Clair County,Republican,64277
2024,MI,St. Clair County,Democratic,30844
2024,MI,St. Joseph County,Republican,19403
2024,MI,St. Joseph County,Democratic,9452
2024,MI,Tuscola County,Republican,21764
2024,MI,Tuscola County,Democratic,8562
2024,MI,Van Buren County,Republican,23407
2024,MI,Van Buren County,Democratic,17175
2024,MI,Washtenaw County,Republican,58844
2024,MI,Washtenaw County,Democratic,157152
2024,MI,Wayne County,Republican,288860
2024,MI,Wayne County,Democratic,537032
2024,MI,Wexford County,Republican,12968
2024,MI,Wexford County,Democratic,6224
2024,MN,Aitkin County,Republican,6741
2024,MN,Aitkin County,Democratic,3524
2024,MN,Anoka County,Republican,106974
2024,MN,Anoka County,Democratic,97667
2024,MN,Becker County,Republican,12961
2024,MN,Becker County,Democratic,6435
2024,MN,Beltrami County,Republican,12898
2024,MN,Beltrami County,Democratic,11493
2024,MN,Benton County,Republican,15260
2024,MN,Benton County,Democratic,7084
2024,MN,Big Stone County,Republican,1796
2024,MN,Big Stone County,Democratic,964
2024,MN,Blue Earth County,Republican,18001
2024,MN,Blue Earth County,Democratic,17558
2024,MN,Brown County,Republican,9692
2024,MN,Brown County,Democratic,4576
2024,MN,Carlton County,Republican,10435
2024,MN,Carlton County,Democratic,9905
2024,MN,Carver County,Republican,35586
2024,MN,Carver County,Democratic,31869
2024,MN,Cass County,Republican,12759
2024,MN,Cass County,Democratic,6300
2024,MN,Chippewa County,Republican,4175
2024,MN,Chippewa County,Democratic,2026
2024,MN,Chisago County,Republican,23047
2024,MN,Chisago County,Democratic,11894
2024,MN,Clay County,Republican,15965
2024,MN,Clay County,Democratic,16121
2024,MN,Clearwater County,Republican,3575
2024,MN,Clearwater County,Democratic,1169
2024,MN,Cook County,Republican,1142
2024,MN,Cook County,Democratic,2416
2024,MN,Cottonwood County,Republican,4157
2024,MN,Cottonwood County,Democratic,1705
2024,MN,Crow Wing County,Republican,27423
2024,MN,Crow Wing County,Democratic,14173
2024,MN,Dakota County,Republican,109995
2024,MN,Dakota County,Democratic,143267
2024,MN,Dodge County,Republican,8095
2024,MN,Dodge County,Democratic,4108
2024,MN,Douglas County,Republican,16726
2024,MN,Douglas County,Democratic,7938
2024,MN,Faribault County,Republican,5247
2024,MN,Faribault County,Democratic,2352
2024,MN,Fillmore County,Republican,7638
2024,MN,Fillmore County,Democratic,4491
2024,MN,Freeborn County,Republican,10003
2024,MN,Freeborn County,Democratic,6448
2024,MN,Goodhue County,Republican,16461
2024,MN,Goodhue County,Democratic,11731
2024,MN,Grant County,Republican,2266
2024,MN,Grant County,Democratic,1187
2024,MN,Hennepin County,Republican,197244
2024,MN,Hennepin County,Democratic,502710
2024,MN,Houston County,Republican,6547
2024,MN,Houston County,Democratic,4667
2024,MN,Hubbard County,Republican,8809
2024,MN,Hubbard County,Democratic,4536
2024,MN,Isanti County,Republican,18027
2024,MN,Isanti County,Democratic,7384
2024,MN,Itasca County,Republican,15863
2024,MN,Itasca County,Democratic,10467
2024,MN,Jackson County,Republican,3949
2024,MN,Jackson County,Democratic,1581
2024,MN,Kanabec County,Republican,6818
2024,MN,Kanabec County,Democratic,2718
2024,MN,Kandiyohi County,Republican,15014
2024,MN,Kandiyohi County,Democratic,7814
2024,MN,Kittson County,Republican,1535
2024,MN,Kittson County,Democratic,911
2024,MN,Koochiching County,Republican,4204
2024,MN,Koochiching County,Democratic,2465
2024,MN,Lac qui Parle County,Republican,2600
2024,MN,Lac qui Parle County,Democratic,1314
2024,MN,Lake County,Republican,3265
2024,MN,Lake County,Democratic,3534
2024,MN,Lake of the Woods County,Republican,1710
2024,MN,Lake of the Woods County,Democratic,604
2024,MN,Le Sueur County,Republican,11503
2024,MN,Le Sueur County,Democratic,5636
2024,MN,Lincoln County,Republican,2190
2024,MN,Lincoln County,Democratic,972
2024,MN,Lyon County,Republican,8400
2024,MN,Lyon County,Democratic,4284
2024,MN,Mahnomen County,Republican,1165
2024,MN,Mahnomen County,Democratic,975
2024,MN,Marshall County,Republican,3774
2024,MN,Marshall County,Democratic,1177
2024,MN,Martin County,Republican,7442
2024,MN,Martin County,Democratic,3171
2024,MN,McLeod County,Republican,14394
2024,MN,McLeod County,Democratic,6374
2024,MN,Meeker County,Republican,9645
2024,MN,Meeker County,Democratic,3802
2024,MN,Mille Lacs County,Republican,10570
2024,MN,Mille Lacs County,Democratic,4374
2024,MN,Morrison County,Republican,15666
2024,MN,Morrison County,Democratic,4306
2024,MN,Mower County,Republican,10297
2024,MN,Mower County,Democratic,8312
2024,MN,Murray County,Republican,3346
2024,MN,Murray County,Democratic,1329
2024,MN,Nicollet County,Republican,9540
2024,MN,Nicollet County,Democratic,9441
2024,MN,Nobles County,Republican,5541
2024,MN,Nobles County,Democratic,2599
2024,MN,Norman County,Republican,1963
2024,MN,Norman County,Democratic,1233
2024,MN,Olmsted County,Republican,39467
2024,MN,Olmsted County,Democratic,49121
2024,MN,Otter Tail County,Republican,24276
2024,MN,Otter Tail County,Democratic,11752
2024,MN,Pennington County,Republican,4756
2024,MN,Pennington County,Democratic,2439
2024,MN,Pine County,Republican,11274
2024,MN,Pine County,Democratic,5339
2024,MN,Pipestone County,Republican,3537
2024,MN,Pipestone County,Democratic,1215
2024,MN,Polk County,Republican,10162
2024,MN,Polk County,Democratic,4967
2024,MN,Pope County,Republican,4677
2024,MN,Pope County,Democratic,2398
2024,MN,Ramsey County,Republican,75284
2024,MN,Ramsey County,Democratic,195168
2024,MN,Red Lake County,Republican,1425
